gene	mut_freq
ENSG00000000457	0.009523809523809525
ENSG00000000971	0.01904761904761905
ENSG00000001084	0.01904761904761905
ENSG00000001561	0.009523809523809525
ENSG00000001617	0.009523809523809525
ENSG00000001626	0.02857142857142857
ENSG00000001629	0.01904761904761905
ENSG00000002016	0.009523809523809525
ENSG00000002746	0.009523809523809525
ENSG00000002933	0.009523809523809525
ENSG00000003056	0.009523809523809525
ENSG00000003137	0.009523809523809525
ENSG00000003147	0.01904761904761905
ENSG00000003989	0.009523809523809525
ENSG00000004139	0.01904761904761905
ENSG00000004777	0.01904761904761905
ENSG00000005022	0.009523809523809525
ENSG00000005156	0.009523809523809525
ENSG00000005206	0.009523809523809525
ENSG00000005469	0.009523809523809525
ENSG00000005810	0.009523809523809525
ENSG00000005844	0.009523809523809525
ENSG00000005884	0.009523809523809525
ENSG00000006025	0.009523809523809525
ENSG00000006071	0.01904761904761905
ENSG00000006116	0.01904761904761905
ENSG00000006118	0.009523809523809525
ENSG00000006283	0.009523809523809525
ENSG00000006327	0.009523809523809525
ENSG00000006453	0.009523809523809525
ENSG00000006555	0.009523809523809525
ENSG00000006715	0.009523809523809525
ENSG00000006788	0.01904761904761905
ENSG00000007062	0.009523809523809525
ENSG00000007171	0.01904761904761905
ENSG00000007174	0.05714285714285714
ENSG00000007237	0.009523809523809525
ENSG00000007372	0.009523809523809525
ENSG00000007376	0.009523809523809525
ENSG00000007384	0.009523809523809525
ENSG00000007541	0.009523809523809525
ENSG00000007545	0.01904761904761905
ENSG00000007866	0.009523809523809525
ENSG00000007908	0.009523809523809525
ENSG00000008083	0.009523809523809525
ENSG00000008086	0.009523809523809525
ENSG00000008128	0.009523809523809525
ENSG00000008282	0.009523809523809525
ENSG00000008300	0.01904761904761905
ENSG00000008311	0.009523809523809525
ENSG00000008441	0.01904761904761905
ENSG00000008516	0.009523809523809525
ENSG00000008838	0.02857142857142857
ENSG00000008869	0.009523809523809525
ENSG00000009694	0.009523809523809525
ENSG00000009790	0.009523809523809525
ENSG00000009830	0.009523809523809525
ENSG00000009950	0.009523809523809525
ENSG00000010165	0.009523809523809525
ENSG00000010282	0.009523809523809525
ENSG00000010322	0.009523809523809525
ENSG00000010327	0.009523809523809525
ENSG00000010379	0.009523809523809525
ENSG00000010438	0.009523809523809525
ENSG00000010810	0.009523809523809525
ENSG00000011083	0.009523809523809525
ENSG00000011201	0.009523809523809525
ENSG00000011347	0.009523809523809525
ENSG00000011465	0.009523809523809525
ENSG00000011523	0.009523809523809525
ENSG00000012048	0.009523809523809525
ENSG00000012223	0.01904761904761905
ENSG00000013293	0.009523809523809525
ENSG00000013374	0.01904761904761905
ENSG00000013573	0.009523809523809525
ENSG00000015520	0.009523809523809525
ENSG00000015676	0.009523809523809525
ENSG00000016391	0.009523809523809525
ENSG00000017797	0.009523809523809525
ENSG00000018625	0.01904761904761905
ENSG00000018699	0.009523809523809525
ENSG00000019991	0.009523809523809525
ENSG00000021645	0.009523809523809525
ENSG00000022355	0.009523809523809525
ENSG00000023191	0.009523809523809525
ENSG00000023287	0.009523809523809525
ENSG00000023318	0.009523809523809525
ENSG00000023445	0.009523809523809525
ENSG00000026036	0.01904761904761905
ENSG00000026297	0.009523809523809525
ENSG00000026559	0.01904761904761905
ENSG00000027644	0.009523809523809525
ENSG00000028528	0.01904761904761905
ENSG00000031698	0.009523809523809525
ENSG00000033050	0.009523809523809525
ENSG00000033122	0.01904761904761905
ENSG00000033327	0.009523809523809525
ENSG00000033627	0.01904761904761905
ENSG00000035928	0.009523809523809525
ENSG00000036530	0.01904761904761905
ENSG00000036549	0.009523809523809525
ENSG00000036565	0.009523809523809525
ENSG00000037749	0.009523809523809525
ENSG00000037757	0.009523809523809525
ENSG00000038210	0.01904761904761905
ENSG00000038219	0.009523809523809525
ENSG00000038295	0.01904761904761905
ENSG00000038382	0.009523809523809525
ENSG00000039139	0.0380952380952381
ENSG00000039523	0.009523809523809525
ENSG00000039650	0.01904761904761905
ENSG00000040341	0.009523809523809525
ENSG00000040731	0.047619047619047616
ENSG00000041515	0.01904761904761905
ENSG00000042781	0.009523809523809525
ENSG00000042832	0.009523809523809525
ENSG00000043462	0.009523809523809525
ENSG00000044459	0.01904761904761905
ENSG00000046651	0.009523809523809525
ENSG00000047056	0.009523809523809525
ENSG00000047188	0.009523809523809525
ENSG00000047315	0.009523809523809525
ENSG00000047346	0.009523809523809525
ENSG00000047410	0.01904761904761905
ENSG00000047578	0.009523809523809525
ENSG00000047617	0.009523809523809525
ENSG00000047621	0.009523809523809525
ENSG00000047662	0.02857142857142857
ENSG00000047932	0.009523809523809525
ENSG00000048342	0.009523809523809525
ENSG00000048405	0.009523809523809525
ENSG00000048471	0.009523809523809525
ENSG00000048540	0.009523809523809525
ENSG00000048707	0.009523809523809525
ENSG00000048740	0.009523809523809525
ENSG00000048828	0.009523809523809525
ENSG00000049089	0.009523809523809525
ENSG00000049323	0.009523809523809525
ENSG00000049540	0.009523809523809525
ENSG00000050030	0.01904761904761905
ENSG00000050555	0.02857142857142857
ENSG00000050730	0.009523809523809525
ENSG00000052126	0.009523809523809525
ENSG00000052795	0.01904761904761905
ENSG00000052850	0.009523809523809525
ENSG00000053108	0.01904761904761905
ENSG00000054219	0.009523809523809525
ENSG00000054392	0.009523809523809525
